setor;Interessado;Paginas;Data;Arquivo
SEFAZ - RECEITA;0911762026-0#LAVOISIER VIGARIO DE MELO#AUTORIZAÇÃO PARA SAIDA DE VEICULO#PROCESSO;10;2026-07-10;
SEFAZ - RECEITA;0911752026-6#JOAO MARTINS DARMACIO#AUTORIZAÇÃO PARA SAIDA DE VEICULO#PROCESSO;13;2026-07-10;
SEFAZ - RECEITA;0911742026-1#EDILSON SILVA BOAVENTURA#AUTORIZAÇÃO PARA SAIDA DE VEICULO#PROCESSO;11;2026-07-10;
SEFAZ - RECEITA;0911492026-3#ANTONIO LUCIANO ALVES ASSUNÇÃO#AUTORIZAÇÃO PARA SAIDA DE VEICULO#PROCESSO;14;2026-07-10;
SEFAZ - RECEITA;0911592026-7#DULCIRENE DE SOUZA BORGES#AUTORIZAÇÃO PARA SAIDA DE VEICULO#PROCESSO;13;2026-07-10;
SEFAZ - RECEITA;0904602026-6#MONACO MOTOCENTER LAGOA COMERCIAL LTDA#AUTORIZAÇÃO PARA SAIDA DE VEICULO#PROCESSO;7;2026-07-10;
SEFAZ - RECEITA;0904632026-0#MONACO MOTOCENTER LAGOA COMERCIAL LTDA#AUTORIZAÇÃO PARA SAIDA DE VEICULO#PROCESSO;7;2026-07-10;
SEFAZ - RECEITA;0904862026-0#RITA ALVES DE QUEIROZ#AUTORIZAÇÃO PARA SAIDA DE VEICULO#PROCESSO;10;2026-07-10;
SEFAZ - RECEITA;0904922026-6#AYMORE CREDITO FINANCEIRO E INVESTIMENTO SA#AUTORIZAÇÃO PARA SAIDA DE VEICULO#PROCESSO;19;2026-07-10;
SEFAZ - RECEITA;0904372026-7#JO SOUZA DA SILVA#AUTORIZAÇÃO PARA SAIDA DE VEICULO#PROCESSO;13;2026-07-10;
SEFAZ - RECEITA;0911082026-4#MONACO MOTOCENTER LAGOA COMERCIAL LTDA#AUTORIZAÇÃO PARA SAIDA DE VEICULO#PROCESSO;21;2026-07-10;
SEFAZ - RECEITA;0910982026-4#MONACO MOTOCENTER LAGOA COMERCIAL LTDA#AUTORIZAÇÃO PARA SAIDA DE VEICULO#PROCESSO;14;2026-07-10;
SEFAZ - RECEITA;0907802026-1#MONACO MOTOCENTER LAGOA COMERCIAL LTDA#AUTORIZAÇÃO PARA SAIDA DE VEICULO#PROCESSO;7;2026-07-10;
SEFAZ - RECEITA;0907792026-9#MONACO MOTOCENTER LAGOA COMERCIAL LTDA#AUTORIZAÇÃO PARA SAIDA DE VEICULO#PROCESSO;7;2026-07-10;
SEFAZ - RECEITA;0907782026-4#MONACO MOTOCENTER LAGOA COMERCIAL LTDA#AUTORIZAÇÃO PARA SAIDA DE VEICULO#PROCESSO;8;2026-07-10;
SEFAZ - RECEITA;0907762026-5#MONACO MOTOCENTER LAGOA COMERCIAL LTDA#AUTORIZAÇÃO PARA SAIDA DE VEICULO#PROCESSO;7;2026-07-10;
SEFAZ - RECEITA;0907712026-2#MONACO MOTOCENTER LAGOA COMERCIAL LTDA#AUTORIZAÇÃO PARA SAIDA DE VEICULO#PROCESSO;9;2026-07-10;
SEFAZ - RECEITA;0907722026-7#MONACO MOTOCENTER LAGOA COMERCIAL LTDA#AUTORIZAÇÃO PARA SAIDA DE VEICULO#PROCESSO;8;2026-07-10;
SEFAZ - RECEITA;0908162026-6#A. E. SIMOES AROUCHE LTDA#AUTORIZAÇÃO PARA SAIDA DE VEICULO#PROCESSO;10;2026-07-10;
SEFAZ - RECEITA;0907882026-8#FRANCISCO ALVES DE BRITO#AUTORIZAÇÃO PARA SAIDA DE VEICULO#PROCESSO;9;2026-07-10;
SEFAZ - RECEITA;0911132026-5#MONACO MOTOCENTER LAGOA COMERCIAL LTDA#AUTORIZAÇÃO PARA SAIDA DE VEICULO#PROCESSO;7;2026-07-10;
SEFAZ - RECEITA;0911282026-1#MONACO MOTOCENTER LAGOA COMERCIAL LTDA#AUTORIZAÇÃO PARA SAIDA DE VEICULO#PROCESSO;7;2026-07-10;
SEFAZ - RECEITA;0911292026-6#MONACO MOTOCENTER LAGOA COMERCIAL LTDA#AUTORIZAÇÃO PARA SAIDA DE VEICULO#PROCESSO;7;2026-07-10;
SEFAZ - RECEITA;0911322026-8#MONACO MOTOCENTER LAGOA COMERCIAL LTDA#AUTORIZAÇÃO PARA SAIDA DE VEICULO#PROCESSO;7;2026-07-10;
SEFAZ - RECEITA;0911332026-2#MONACO MOTOCENTER LAGOA COMERCIAL LTDA#AUTORIZAÇÃO PARA SAIDA DE VEICULO#PROCESSO;7;2026-07-10;
SEFAZ - RECEITA;0911362026-6#MONACO MOTOCENTER LAGOA COMERCIAL LTDA#AUTORIZAÇÃO PARA SAIDA DE VEICULO#PROCESSO;7;2026-07-10;
SEFAZ - RECEITA;0911372026-0#MONACO MOTOCENTER LAGOA COMERCIAL LTDA#AUTORIZAÇÃO PARA SAIDA DE VEICULO#PROCESSO;8;2026-07-10;
SEFAZ - RECEITA;0597072026-7#LUZIEL DOS REIS NASCIMENTO#AUTORIZAÇÃO PARA SAIDA DE VEICULO#PROCESSO;10;2026-07-10;
SEFAZ - RECEITA;0620452026-1#MONACO MOTOCENTER LAGOA COMERCIAL LTDA#AUTORIZAÇÃO PARA SAIDA DE VEICULO#PROCESSO;7;2026-07-10;
SEFAZ - RECEITA;0620422026-8#MONACO MOTOCENTER LAGOA COMERCIAL LTDA#AUTORIZAÇÃO PARA SAIDA DE VEICULO#PROCESSO;7;2026-07-10;
SEFAZ - RECEITA;0619942026-8#MONACO MOTOCENTER LAGOA COMERCIAL LTDA#AUTORIZAÇÃO PARA SAIDA DE VEICULO#PROCESSO;8;2026-07-10;
SEFAZ - RECEITA;0621142026-9#LETICIA MARTINS GOMES#AUTORIZAÇÃO PARA SAIDA DE VEICULO#PROCESSO;10;2026-07-10;
SEFAZ - RECEITA;0737872026-7#J. B. LAJES PGTU LTDA#AUTORIZAÇÃO PARA SAIDA DE VEICULO#PROCESSO;18;2026-07-10;
SEFAZ - RECEITA;0761602026-7#J. DA SILVA F. ROCHA LTDA#AUTORIZAÇÃO PARA SAIDA DE VEICULO#PROCESSO;15;2026-07-10;
SEFAZ - RECEITA;0741012026-6#AMANDA SOUSA MACHADO#AUTORIZAÇÃO PARA SAIDA DE VEICULO#PROCESSO;12;2026-07-10;
SEFAZ - RECEITA;0735702026-6#JEZIEL DE SOUSA LOPES#AUTORIZAÇÃO PARA SAIDA DE VEICULO#PROCESSO;15;2026-07-10;
SEFAZ - RECEITA;0735712026-0#ADALTO SOARES FERREIRA#AUTORIZAÇÃO PARA SAIDA DE VEICULO#PROCESSO;14;2026-07-10;
SEFAZ - RECEITA;0715752026-5#LUCAS MACIEL PICANÇO#AUTORIZAÇÃO PARA SAIDA DE VEICULO#PROCESSO;14;2026-07-10;
SEFAZ - RECEITA;0572052026-0#IVANILDO BERNANEY BARRETO DIAS#AUTORIZAÇÃO PARA SAIDA DE VEICULO#PROCESSO;10;2026-07-10;
SEFAZ - RECEITA;0574432026-1#CONQUISTA MOTOS E MOTORES LTDA#AUTORIZAÇÃO PARA SAIDA DE VEICULO#PROCESSO;9;2026-07-10;
SEFAZ - RECEITA;0595782026-1#EVANDRO FAVACHO DE ALMEIDA#AUTORIZAÇÃO PARA SAIDA DE VEICULO#PROCESSO;7;2026-07-10;
SEFAZ - RECEITA;0599132026-8#MARIA DO SOCORRO FERREIRA BARBOSA#AUTORIZAÇÃO PARA SAIDA DE VEICULO#PROCESSO;11;2026-07-10;
SEFAZ - RECEITA;0597742026-9#MONACO MOTOCENTER LAGOA COMERCIAL LTDA#AUTORIZAÇÃO PARA SAIDA DE VEICULO#PROCESSO;9;2026-07-10;
SEFAZ - RECEITA;0597682026-3#CIA DESENV. DOS VALES S FRANC. E PARNAIBA#AUTORIZAÇÃO PARA SAIDA DE VEICULO#PROCESSO;65;2026-07-10;
SEFAZ - RECEITA;0597652026-0#CIA DESENV. DOS VALES S FRANC. E PARNAIBA#AUTORIZAÇÃO PARA SAIDA DE VEICULO#PROCESSO;63;2026-07-10;
SEFAZ - RECEITA;0596512026-5#SHEILA DA CONCEIÇÃO SILVA RODRIGUES#AUTORIZAÇÃO PARA SAIDA DE VEICULO#PROCESSO;10;2026-07-10;
SEFAZ - RECEITA;9170112025-9#BRASIL NORTE BEBIDAS#COPIA REPROG. OU SEMELHANTE DE PROCESSO#PROCESSO;20;2026-07-10;
SEFAZ - RECEITA;9230042025-2#BRASIL NORTE BEBIDAS#COPIA REPROG. OU SEMELHANTE DE PROCESSO#PROCESSO;13;2026-07-10;
SEFAZ - RECEITA;8935132025-1#BRASIL NORTE BEBIDAS SA#COPIA REPROG. OU SEMELHANTE DE PROCESSO#PROCESSO;21;2026-07-10;
SEFAZ - RECEITA;2460252026-0#MABEZA COMPANY LTDA#AUTORIZAÇÃO PARA SAIDA DE VEICULO#PROCESSO;25;2026-07-10;
SEFAZ - RECEITA;2461482026-3#MONACO MOTOCENTER LAGOA COMERCIAL LTDA#AUTORIZAÇÃO PARA SAIDA DE VEICULO#PROCESSO;7;2026-07-10;
SEFAZ - RECEITA;2461422026-6#MONACO MOTOCENTER LAGOA COMERCIAL LTDA#AUTORIZAÇÃO PARA SAIDA DE VEICULO#PROCESSO;8;2026-07-10;
SEFAZ - RECEITA;2461112026-0#MONACO MOTOCENTER LAGOA COMERCIAL LTDA#AUTORIZAÇÃO PARA SAIDA DE VEICULO#PROCESSO;8;2026-07-10;
SEFAZ - RECEITA;0263842023-9#NUTRIAMA LTDA#CONSULTA FORMULADA#PROCESSO;43;2026-07-10;
SEFAZ - RECEITA;0263852023-3#NUTRIAMA LTDA#CONSULTA FORMULADA#PROCESSO;41;2026-07-10;
SEFAZ - RECEITA;0263862023-8#NUTRIAMA LTDA#CONSULTA FORMULADA#PROCESSO;45;2026-07-10;
SEFAZ - RECEITA;1315842026-0#ROCA SANITARIOS BRASIL LTDA#ALTERAÇÃO CADASTRAL#PROCESSO;14;2026-07-10;
SEFAZ - RECEITA;2361382026-9#POTENGI EMPREENDIMENTOS EIRELI#AUTORIZAÇAO SAIDA VEICULO#PROCESSO;25;2026-07-10;
SEFAZ - RECEITA;2239982026-6#AGILSON S. DE OLIVEIRA ME#AUTORIZAÇAO SAIDA VEICULO#PROCESSO;17;2026-07-10;
SEFAZ - RECEITA;2216702026-0#M. E. N VIANA LTDA#AUTORIZAÇAO SAIDA VEICULO#PROCESSO;14;2026-07-10;
SEFAZ - RECEITA;2217192026-2#MONACO MOTOCENTER LAGOA COMERCIAL LTDA#AUTORIZAÇAO SAIDA VEICULO#PROCESSO;7;2026-07-10;
SEFAZ - RECEITA;2059902026-1#RICARDO NEGRAO PANTOJA#AUTORIZAÇAO SAIDA VEICULO#PROCESSO;22;2026-07-10;
SEFAZ - RECEITA;2059922026-0#MATEUS MOTA BARROS#AUTORIZAÇAO SAIDA VEICULO#PROCESSO;22;2026-07-10;
SEFAZ - RECEITA;1947802026-9#GRACILENE DORIA DA SILVA#AUTORIZAÇAO SAIDA VEICULO#PROCESSO;9;2026-07-10;
SEFAZ - RECEITA;1948232026-3#VIVIANE MIYAMURA#AUTORIZAÇAO SAIDA VEICULO#PROCESSO;30;2026-07-10;
SEFAZ - RECEITA;2831262026-5#CASA VIDRO E ALUMINIO LTDA#AUTORIZAÇAO SAIDA VEICULO#PROCESSO;27;2026-07-10;
SEFAZ - RECEITA;2815172026-3#CONQUISTA MOTOS E MOTORES LTDA#AUTORIZAÇAO SAIDA VEICULO#PROCESSO;10;2026-07-10;
SEFAZ - RECEITA;2814892026-5#CONQUISTA MOTOS E MOTORES LTDA#AUTORIZAÇAO SAIDA VEICULO#PROCESSO;10;2026-07-10;
SEFAZ - RECEITA;2814812026-9#CONQUISTA MOTOS E MOTORES LTDA#AUTORIZAÇAO SAIDA VEICULO#PROCESSO;10;2026-07-10;
SEFAZ - RECEITA;3025322026-2#ANDERSON RAMOS GOMES#AUTORIZAÇAO SAIDA VEICULO#PROCESSO;11;2026-07-10;
SEFAZ - RECEITA;2861492026-1#ANA CRISTINA SILVA BORGES#AUTORIZAÇAO SAIDA VEICULO#PROCESSO;13;2026-07-10;
SEFAZ - RECEITA;2359592026-0#CONQUISTA MOTOS E MOTORES LTDA#AUTORIZAÇAO SAIDA VEICULO#PROCESSO;10;2026-07-10;
SEFAZ - RECEITA;2359582026-6#CONQUISTA MOTOS E MOTORES LTDA#AUTORIZAÇAO DE SAIDA VEICULO ALCMS#PROCESSO;10;2026-07-10;
SEFAZ - RECEITA;2337012026-7#ALOISIO SOARES PANTOJA#AUTORIZAÇAO DE SAIDA VEICULO ALCMS#PROCESSO;12;2026-07-10;
SEFAZ - RECEITA;2726312026-7#AYMORE CREDITO FINANCIAMENTO E INVESTIMENTO S A#AUTORIZACAO DE SAIDA DE VEICULO DA ALCMS#PROCESSO;15;2026-07-10;
SEFAZ - RECEITA;2708892026-3#E. PIERRE BARBOSA#AUTORIZACAO DE SAIDA DE VEICULO DA ALCMS#PROCESSO;20;2026-07-10;
SEFAZ - RECEITA;2996022026-5#ALLIANZ SEGUROS-AGF BRASIL SEGUROS#AUTORIZACAO DE SAIDA DE VEICULO DA ALCMS#PROCESSO;21;2026-07-10;
SEFAZ - RECEITA;3009012026-4#FRANCISCO DE BRITO VIEIRA#AUTORIZACAO DE SAIDA DE VEICULO DA ALCMS#PROCESSO;16;2026-07-10;
SEFAZ - RECEITA;3009332026-4#EDIELSON DE SOUZA MARTINS-ME#AUTORIZACAO DE SAIDA DE VEICULO DA ALCMS#PROCESSO;11;2026-07-10;
SEFAZ - RECEITA;2996472026-2#DAIANA MONIQUE FREIRE MACEDO#AUTORIZACAO DE SAIDA DE VEICULO DA ALCMS#PROCESSO;10;2026-07-10;
SEFAZ - RECEITA;2977482026-6#CONQUISTA MOTOS E MOTORES LTDA#AUTORIZACAO DE SAIDA DE VEICULO DA ALCMS#PROCESSO;10;2026-07-10;
SEFAZ - RECEITA;2887002026-6#CONQUISTA MOTOS E MOTORES LTDA#AUTORIZACAO DE SAIDA DE VEICULO DA ALCMS#PROCESSO;10;2026-07-10;
SEFAZ - RECEITA;2887052026-9#CONQUISTA MOTOS E MOTORES LTDA#AUTORIZACAO DE SAIDA DE VEICULO DA ALCMS#PROCESSO;10;2026-07-10;
SEFAZ - RECEITA;2885922026-2#JOAO DUARTE CRISPIM#AUTORIZACAO DE SAIDA DE VEICULO DA ALCMS#PROCESSO;8;2026-07-10;
SEFAZ - RECEITA;2888332026-3#GUERRA MOTORS LTDA#AUTORIZACAO DE SAIDA DE VEICULO DA ALCMS#PROCESSO;15;2026-07-10;
SEFAZ - RECEITA;2887162026-7#MARLENE LIMA DE SOUZA#AUTORIZACAO DE SAIDA DE VEICULO DA ALCMS#PROCESSO;11;2026-07-10;
SEFAZ - RECEITA;2887142026-8#JOSE VITOR DA SILVA DOS SANTOS#AUTORIZACAO DE SAIDA DE VEICULO DA ALCMS#PROCESSO;9;2026-07-10;
SEFAZ - RECEITA;PROCESSO Nº 0089582014;80;2026-07-10;
SEFAZ - RECEITA;2193212026-2#BACABA VEICULOS LTDA#AUTORIZAÇÃO PARA SAIDA DE VEICULO#PROCESSO;17;2026-07-10;
SEFAZ - RECEITA;2193492026-6#MISO VEICULOS LTDA#AUTORIZAÇÃO PARA SAIDA DE VEICULO#PROCESSO;17;2026-07-10;
SEFAZ - RECEITA;2193472025-7#VIA MARCONI VEICULOS LTDA#AUTORIZAÇÃO PARA SAIDA DE VEICULO#PROCESSO;17;2026-07-10;
SEFAZ - RECEITA;2241192026-1#BANCO BRADESCO FINANCIAMENTOS SA#AUTORIZAÇÃO PARA SAIDA DE VEICULO#PROCESSO;16;2026-07-10;
SEFAZ - RECEITA;2241222026-3#CONSORCIO NACIONAL HONDA LTDA#AUTORIZAÇÃO PARA SAIDA DE VEICULO#PROCESSO;19;2026-07-10;
SEFAZ - RECEITA;2241132026-4#VANILZA SANTOS MORAES#AUTORIZAÇÃO PARA SAIDA DE VEICULO#PROCESSO;22;2026-07-10;
SEFAZ - RECEITA;2241112026-5#RUAN MATHEUS PORTAL TOURINHO#AUTORIZAÇÃO PARA SAIDA DE VEICULO#PROCESSO;22;2026-07-10;
SEFAZ - RECEITA;2240802026-3#PEDRO SOUSA DOS SANTOS#AUTORIZAÇÃO PARA SAIDA DE VEICULO#PROCESSO;22;2026-07-10;
SEFAZ - RECEITA;2240902026-7#HIAGO MOGUEL BARBOSA DE SOUSA#AUTORIZAÇÃO PARA SAIDA DE VEICULO#PROCESSO;22;2026-07-10;
SEFAZ - RECEITA;2241072026-9#ALEF COSTA VIEIRA#AUTORIZAÇÃO PARA SAIDA DE VEICULO#PROCESSO;21;2026-07-10;
SEFAZ - RECEITA;2241082026-3#FABRICIO DA SILVA NERES#AUTORIZAÇÃO PARA SAIDA DE VEICULO#PROCESSO;22;2026-07-10;
SEFAZ - RECEITA;2241232026-8#MARCIA CRISTINA SILVA LOBATO#AUTORIZAÇÃO PARA SAIDA DE VEICULO#PROCESSO;8;2026-07-10;
SEFAZ - RECEITA;2241502026-5#R & B SERVIÇOS DE TELECOMUNICAÇÃO LTDA-EPP#AUTORIZAÇÃO PARA SAIDA DE VEICULO#PROCESSO;19;2026-07-10;
SEFAZ - RECEITA;2800222026-9#BANCO PAN SA#AUTORIZAÇÃO PARA SAIDA DE VEICULO#PROCESSO;21;2026-07-10;
SEFAZ - RECEITA;2798802026-9#MONACO MOTOCENTER LAGOA COMERCIAL LTDA#AUTORIZAÇÃO PARA SAIDA DE VEICULO#PROCESSO;6;2026-07-10;
SEFAZ - RECEITA;2798662026-9#MONACO MOTOCENTER LAGOA COMERCIAL LTDA#AUTORIZAÇÃO PARA SAIDA DE VEICULO#PROCESSO;7;2026-07-10;
SEFAZ - RECEITA;2798432026-8#MONACO MOTOCENTER LAGOA COMERCIAL LTDA#AUTORIZAÇÃO PARA SAIDA DE VEICULO#PROCESSO;7;2026-07-10;
SEFAZ - RECEITA;2798372026-2#MONACO MOTOCENTER LAGOA COMERCIAL LTDA#AUTORIZAÇÃO PARA SAIDA DE VEICULO#PROCESSO;7;2026-07-10;
SEFAZ - RECEITA;2798392026-1#MONACO MOTOCENTER LAGOA COMERCIAL LTDA#AUTORIZAÇÃO PARA SAIDA DE VEICULO#PROCESSO;7;2026-07-10;
SEFAZ - RECEITA;2798382026-7#MONACO MOTOCENTER LAGOA COMERCIAL LTDA#AUTORIZAÇÃO PARA SAIDA DE VEICULO#PROCESSO;7;2026-07-10;
SEFAZ - RECEITA;2798442026-2#MONACO MOTOCENTER LAGOA COMERCIAL LTDA#AUTORIZAÇÃO PARA SAIDA DE VEICULO#PROCESSO;7;2026-07-10;
SEFAZ - RECEITA;2798612026-6#MONACO MOTOCENTER LAGOA COMERCIAL LTDA#AUTORIZAÇÃO PARA SAIDA DE VEICULO#PROCESSO;7;2026-07-10;
SEFAZ - RECEITA;2798472026-6#MONACO MOTOCENTER LAGOA COMERCIAL LTDA#AUTORIZAÇÃO PARA SAIDA DE VEICULO#PROCESSO;7;2026-07-10;
SEFAZ - RECEITA;2798792026-6#ELDORADO VEICULOS E PEÇAS LTDA#AUTORIZAÇÃO PARA SAIDA DE VEICULO#PROCESSO;7;2026-07-10;
SEFAZ - RECEITA;2725942026-0#ODIR FERREIRA PALHETA#AUTORIZAÇÃO PARA SAIDA DE VEICULO#PROCESSO;12;2026-07-10;
SEFAZ - RECEITA;2728342026-6#ELDORADO VEICULOS E PEÇAS LTDA#AUTORIZAÇÃO PARA SAIDA DE VEICULO#PROCESSO;8;2026-07-10;
SEFAZ - RECEITA;2728322026-7#ELDORADO VEICULOS E PEÇAS LTDA#AUTORIZAÇÃO PARA SAIDA DE VEICULO#PROCESSO;8;2026-07-10;
SEFAZ - RECEITA;2728302026-8#ELDORADO VEICULOS E PEÇAS LTDA#AUTORIZAÇÃO PARA SAIDA DE VEICULO#PROCESSO;8;2026-07-10;
SEFAZ - RECEITA;2728132026-4#ELDORADO VEICULOS E PEÇAS LTDA#AUTORIZAÇÃO PARA SAIDA DE VEICULO#PROCESSO;8;2026-07-10;
SEFAZ - RECEITA;2726452006-6#AYMORE CREDITO FINANCEIRO E INVESTIMENTO S A#AUTORIZAÇÃO PARA SAIDA DE VEICULO#PROCESSO;21;2026-07-10;
SEFAZ - RECEITA;2726762026-4#RECHE GALDEANO & CIA LTDA#AUTORIZAÇÃO PARA SAIDA DE VEICULO#PROCESSO;10;2026-07-10;
SEFAZ - RECEITA;2726852026-3#RECHE GALDEANO & CIA LTDA#AUTORIZAÇÃO PARA SAIDA DE VEICULO#PROCESSO;11;2026-07-10;
SEFAZ - RECEITA;2726822026-0#RECHE GALDEANO & CIA LTDA#AUTORIZAÇÃO PARA SAIDA DE VEICULO#PROCESSO;10;2026-07-10;
SEFAZ - RECEITA;2726392026-3#RAIMUNDO NONATO FERREIRA RAMOS#AUTORIZAÇÃO PARA SAIDA DE VEICULO#PROCESSO;7;2026-07-10;
SEFAZ - RECEITA;2726352026-5#AYMORE CREDITO FINANCIAMENTO E INVESTIMENTO SA#AUTORIZAÇÃO PARA SAIDA DE VEICULO#PROCESSO;19;2026-07-10;
SEFAZ - RECEITA;2460282026-3#NATALIA LUCIA FERREIRA GOMES#AUTORIZAÇÃO PARA SAIDA DE VEICULO#PROCESSO;13;2026-07-10;
SEFAZ - RECEITA;2460332026-4#FABIANA OLIVEIRA#AUTORIZAÇÃO PARA SAIDA DE VEICULO#PROCESSO;13;2026-07-10;
SEFAZ - RECEITA;2461492026-8#MONACO MOTOCENTER LAGOA COMERCIAL LTDA#AUTORIZAÇÃO PARA SAIDA DE VEICULO#PROCESSO;7;2026-07-10;
SEFAZ - RECEITA;2461462026-4#MONACO MOTOCENTER LAGOA COMERCIAL LTDA#AUTORIZAÇÃO PARA SAIDA DE VEICULO#PROCESSO;7;2026-07-10;
SEFAZ - RECEITA;2461082026-9#MONACO MOTOCENTER LAGOA COMERCIAL LTDA#AUTORIZAÇÃO PARA SAIDA DE VEICULO#PROCESSO;8;2026-07-10;
SEFAZ - RECEITA;2461042026-0#MONACO MOTOCENTER LAGOA COMERCIAL LTDA#AUTORIZAÇÃO PARA SAIDA DE VEICULO#PROCESSO;8;2026-07-10;
SEFAZ - RECEITA;2461002026-2#MONACO MOTOCENTER LAGOA COMERCIAL LTDA#AUTORIZAÇÃO PARA SAIDA DE VEICULO#PROCESSO;8;2026-07-10;
SEFAZ - RECEITA;2460972026-4#MONACO MOTOCENTER LAGOA COMERCIAL LTDA#AUTORIZAÇÃO PARA SAIDA DE VEICULO#PROCESSO;7;2026-07-10;
SEFAZ - RECEITA;2460512026-2#MONACO MOTOCENTER LAGOA COMERCIAL LTDA#AUTORIZAÇÃO PARA SAIDA DE VEICULO#PROCESSO;7;2026-07-10;
SEFAZ - RECEITA;2460942026-0#MONACO MOTOCENTER LAGOA COMERCIAL LTDA#AUTORIZAÇÃO PARA SAIDA DE VEICULO#PROCESSO;7;2026-07-10;
SEFAZ - RECEITA;2460922026-1#MONACO MOTOCENTER LAGOA COMERCIAL LTDA#AUTORIZAÇÃO PARA SAIDA DE VEICULO#PROCESSO;7;2026-07-10;
SEFAZ - RECEITA;2460472026-6#MONACO MOTOCENTER LAGOA COMERCIAL LTDA#AUTORIZAÇÃO PARA SAIDA DE VEICULO#PROCESSO;7;2026-07-10;
SEFAZ - RECEITA;2460902026-2#MONACO MOTOCENTER LAGOA COMERCIAL LTDA#AUTORIZAÇÃO PARA SAIDA DE VEICULO#PROCESSO;7;2026-07-10;
SEFAZ - RECEITA;2460432026-8#MONACO MOTOCENTER LAGOA COMERCIAL LTDA#AUTORIZAÇÃO PARA SAIDA DE VEICULO#PROCESSO;7;2026-07-10;
SEFAZ - RECEITA;2460852026-1#MONACO MOTOCENTER LAGOA COMERCIAL LTDA#AUTORIZAÇÃO PARA SAIDA DE VEICULO#PROCESSO;7;2026-07-10;
SEFAZ - RECEITA;2460832026-2#MONACO MOTOCENTER LAGOA COMERCIAL LTDA#AUTORIZAÇÃO PARA SAIDA DE VEICULO#PROCESSO;7;2026-07-10;
SEFAZ - RECEITA;2460352026-3#MONACO MOTOCENTER LAGOA COMERCIAL LTDA#AUTORIZAÇÃO PARA SAIDA DE VEICULO#PROCESSO;7;2026-07-10;
SEFAZ - RECEITA;2460292026-8#MONACO MOTOCENTER LAGOA COMERCIAL LTDA#AUTORIZAÇÃO PARA SAIDA DE VEICULO#PROCESSO;7;2026-07-10;
SEFAZ - RECEITA;2460222026-6#MONACO MOTOCENTER LAGOA COMERCIAL LTDA#AUTORIZAÇÃO PARA SAIDA DE VEICULO#PROCESSO;7;2026-07-10;
SEFAZ - RECEITA;2460272026-9#MONACO MOTOCENTER LAGOA COMERCIAL LTDA#AUTORIZAÇÃO PARA SAIDA DE VEICULO#PROCESSO;7;2026-07-10;
SEFAZ - RECEITA;2460212026-1#MONACO MOTOCENTER LAGOA COMERCIAL LTDA#AUTORIZAÇÃO PARA SAIDA DE VEICULO#PROCESSO;7;2026-07-10;
SEFAZ - RECEITA;2461252026-2#MONACO MOTOCENTER LAGOA COMERCIAL LTDA#AUTORIZAÇÃO PARA SAIDA DE VEICULO#PROCESSO;7;2026-07-10;
SEFAZ - RECEITA;2461012026-7#MONACO MOTOCENTER LAGOA COMERCIAL LTDA#AUTORIZAÇÃO PARA SAIDA DE VEICULO#PROCESSO;8;2026-07-10;
SEFAZ - RECEITA;2461032026-6#MONACO MOTOCENTER LAGOA COMERCIAL LTDA#AUTORIZAÇÃO PARA SAIDA DE VEICULO#PROCESSO;8;2026-07-10;
SEFAZ - RECEITA;2461062026-0#MONACO MOTOCENTER LAGOA COMERCIAL LTDA#AUTORIZAÇÃO PARA SAIDA DE VEICULO#PROCESSO;7;2026-07-10;
SEFAZ - RECEITA;2461092026-3#MONACO MOTOCENTER LAGOA COMERCIAL LTDA#AUTORIZAÇÃO PARA SAIDA DE VEICULO#PROCESSO;8;2026-07-10;
SEFAZ - RECEITA;2461272026-1#MONACO MOTOCENTER LAGOA COMERCIAL LTDA#AUTORIZAÇÃO PARA SAIDA DE VEICULO#PROCESSO;8;2026-07-10;
SEFAZ - RECEITA;2460812026-3#MONACO MOTOCENTER LAGOA COMERCIAL LTDA#AUTORIZAÇÃO PARA SAIDA DE VEICULO#PROCESSO;7;2026-07-10;
SEFAZ - RECEITA;2460912026-7#MONACO MOTOCENTER LAGOA COMERCIAL LTDA#AUTORIZAÇÃO PARA SAIDA DE VEICULO#PROCESSO;7;2026-07-10;
SEFAZ - RECEITA;2461052026-5#MONACO MOTOCENTER LAGOA COMERCIAL LTDA#AUTORIZAÇÃO PARA SAIDA DE VEICULO#PROCESSO;7;2026-07-10;
SEFAZ - RECEITA;2460992026-3#MONACO MOTOCENTER LAGOA COMERCIAL LTDA#AUTORIZAÇÃO PARA SAIDA DE VEICULO#PROCESSO;8;2026-07-10;
SEFAZ - RECEITA;2460262026-4#MONACO MOTOCENTER LAGOA COMERCIAL LTDA#AUTORIZAÇÃO PARA SAIDA DE VEICULO#PROCESSO;7;2026-07-10;
SEFAZ - RECEITA;2460392026-1#MONACO MOTOCENTER LAGOA COMERCIAL LTDA#AUTORIZAÇÃO PARA SAIDA DE VEICULO#PROCESSO;7;2026-07-10;
SEFAZ - RECEITA;1789642026-0#SOL MAIS AMAPA LTDA#CANCELAMENTO EXTEMPORANEO DE NF#PROCESSO;18;2026-07-10;
SEFAZ - RECEITA;1091242026-0#J. NAURO DA SILVA#PEDIDO DE REATIVAÇÃO#PROCESSO;5;2026-07-10;
SEFAZ - RECEITA;1091622026-5#D. C. RODRIGUES#PEDIDO DE REATIVAÇÃO#PROCESSO;20;2026-07-10;
